CODITEM,ITEM,LINEA,ANIO,SEMANA,DEMANDA,DEMANDA_T_1,DEMANDA_T_2,MEDIA_MOVIL_4,STD_4,ES_CRITICO,STOCK_MINIMO
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,16,6.0,4.0,3.0,5.5,2.29,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,16,8.0,6.0,6.0,5.75,1.79,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,16,4.0,1.0,3.0,3.25,1.48,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,16,6.0,3.0,5.0,5.0,1.22,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,16,2.0,3.0,1.0,2.5,1.12,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,16,3.0,6.0,5.0,4.5,1.12,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,16,6.0,5.0,9.0,6.25,1.64,True,15
30369,"TUBOS DE 2""",AASS,2025,17,4.0,6.0,1.0,3.25,2.2173557826083448,True,8
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,17,5.0,6.0,4.0,4.0,2.160246899469287,True,10
30372,"CODOS DE 2"" X 45",AASS,2025,17,17.0,9.0,11.0,10.75,4.645786621588784,True,27
30373,"CODOS DE 2"" X90",AASS,2025,17,8.0,22.0,6.0,12.75,7.274384280931732,True,32
30375,CODO DE 3 X 90,AASS,2025,17,2.0,3.0,2.0,4.0,3.366501646120693,True,10
30376,"CODOS DE 4"" X 45",AASS,2025,17,6.0,3.0,4.0,4.0,1.414213562373095,True,10
30389,YEE 4A2,AASS,2025,17,4.0,5.0,3.0,4.25,0.957427107756338,True,11
30390,REDUCTORES DE 4 A 2,AASS,2025,17,5.0,3.0,13.0,5.75,4.99165971062398,True,14
30397,"SIFON DE 2""",AASS,2025,17,5.0,6.0,4.0,5.0,0.816496580927726,True,12
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,17,3.0,4.0,8.0,4.75,2.2173557826083448,True,12
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,17,1.0,7.0,24.0,13.0,10.801234497346432,True,32
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,17,12.0,12.0,4.0,9.0,3.829708431025352,True,22
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,17,3.0,9.0,6.0,5.0,3.1622776601683795,True,12
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,17,15.0,106.0,22.0,36.25,47.23258056327927,True,91
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,17,5.0,6.0,4.0,4.5,1.12,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,17,2.0,8.0,6.0,5.5,2.18,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,17,3.0,4.0,1.0,2.75,1.09,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,17,4.0,6.0,3.0,4.5,1.12,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,17,1.0,2.0,3.0,1.75,0.83,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,17,3.0,3.0,6.0,4.25,1.3,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,17,3.0,6.0,5.0,5.75,2.17,True,15
30369,"TUBOS DE 2""",AASS,2025,18,2.0,4.0,6.0,3.25,2.2173557826083448,True,8
30372,"CODOS DE 2"" X 45",AASS,2025,18,12.0,17.0,9.0,12.25,3.403429642777021,True,31
30376,"CODOS DE 4"" X 45",AASS,2025,18,5.0,6.0,3.0,4.5,1.2909944487358056,True,11
30378,"REJILLA CROMADA DE 2""",AASS,2025,18,12.0,16.0,14.0,11.25,5.737304826019503,True,28
30381,"REJILLA PLASTICA DE 3""",AASS,2025,18,32.0,24.0,10.0,18.0,12.110601416389969,True,45
30397,"SIFON DE 2""",AASS,2025,18,2.0,5.0,6.0,4.25,1.707825127659933,True,11
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,18,25.0,5.0,16.0,17.75,9.5,True,44
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,18,14.0,1.0,7.0,11.5,9.88264472024906,True,29
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,18,12.0,11.0,5.0,10.75,4.193248541803041,True,27
30483,"SIFON DE 1 1/4"" ",AAPP,2025,18,1.0,4.0,5.0,3.0,1.8257418583505536,True,8
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,18,18.0,3.0,9.0,9.0,6.48074069840786,True,22
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,18,24.0,15.0,106.0,41.75,43.00678241083996,True,104
30512,TEFLON 19MM*02MM*15M,AAPP,2025,18,11.0,22.0,2.0,10.0,8.831760866327848,True,25
30532,"REJILLA PLASTICA DE 2""",AASS,2025,18,3.0,6.0,2.0,3.25,1.892969448600092,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,18,7.0,4.0,5.0,4.5,2.0816659994661326,True,11
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,18,20.0,100.0,41.0,41.5,41.701318923986086,True,104
AAPP-011,"UNION DE 1/2""",AAPP,2025,18,5.0,17.0,16.0,10.0,7.615773105863907,True,25
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,18,5.0,5.0,6.0,5.0,0.71,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,18,4.0,2.0,8.0,5.0,2.24,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,18,5.0,3.0,4.0,3.25,1.48,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,18,5.0,4.0,6.0,4.5,1.12,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,18,6.0,1.0,2.0,3.0,1.87,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,18,8.0,3.0,3.0,5.0,2.12,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,18,4.0,3.0,6.0,4.5,1.12,True,15
30369,"TUBOS DE 2""",AASS,2025,19,14.0,2.0,4.0,6.5,5.259911279353167,True,16
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,19,10.0,5.0,6.0,6.25,2.6299556396765835,True,16
30372,"CODOS DE 2"" X 45",AASS,2025,19,44.0,12.0,17.0,20.5,16.010413278030438,True,51
30373,"CODOS DE 2"" X90",AASS,2025,19,44.0,8.0,22.0,20.0,17.511900715418264,True,50
30376,"CODOS DE 4"" X 45",AASS,2025,19,26.0,5.0,6.0,10.0,10.739335795724674,True,25
30377,"CODOS DE 4"" X 90",AASS,2025,19,6.0,2.0,2.0,3.0,2.0,True,8
30378,"REJILLA CROMADA DE 2""",AASS,2025,19,12.0,12.0,16.0,13.5,1.914854215512677,True,34
30386,"YEE DE 2""",AASS,2025,19,3.0,3.0,4.0,3.0,0.8164965809277259,True,8
30388,"YEE 4""",AASS,2025,19,10.0,3.0,3.0,4.75,3.5,True,12
30389,YEE 4A2,AASS,2025,19,16.0,4.0,5.0,7.0,6.055300708194984,True,18
30390,REDUCTORES DE 4 A 2,AASS,2025,19,4.0,5.0,3.0,6.25,4.573474244670748,True,16
30397,"SIFON DE 2""",AASS,2025,19,15.0,2.0,5.0,7.0,5.597618541248889,True,18
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,19,13.0,25.0,5.0,14.75,8.261355820929154,True,37
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,19,45.0,3.0,4.0,15.0,20.11632835948615,True,38
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,19,12.0,14.0,1.0,8.5,5.802298395176402,True,21
30435,UNION ROSCABLE 3/4,AAPP,2025,19,4.0,6.0,4.0,4.0,1.6329931618554523,True,10
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,19,2.0,12.0,11.0,7.5,4.795831523312719,True,19
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,19,1.0,6.0,2.0,5.25,4.99165971062398,True,13
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,19,10.0,12.0,12.0,9.5,3.785938897200182,True,24
30483,"SIFON DE 1 1/4"" ",AAPP,2025,19,2.0,1.0,4.0,3.0,1.8257418583505536,True,8
30486,"ALARGADOR DE SIFON 1 1/2""",AAPP,2025,19,2.0,3.0,1.0,3.0,2.160246899469287,True,8
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,19,24.0,18.0,3.0,13.5,9.327379053088816,True,34
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,19,2.0,24.0,15.0,36.75,47.04164821375488,True,92
30512,TEFLON 19MM*02MM*15M,AAPP,2025,19,10.0,11.0,22.0,11.25,8.220908303425682,True,28
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,19,11.0,1.0,1.0,3.75,4.856267428111154,True,9
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,19,15.0,7.0,4.0,7.75,4.99165971062398,True,19
AAPP-006,"TEE DE 3/4""",AAPP,2025,19,16.0,3.0,5.0,6.75,6.238322424070968,True,17
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,19,14.0,20.0,100.0,43.75,39.24601890638081,True,109
AAPP-011,"UNION DE 1/2""",AAPP,2025,19,5.0,5.0,17.0,10.75,6.652067347825033,True,27
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,19,1.0,2.0,24.0,8.25,10.719919153924002,True,21
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,19,7.0,2.0,2.0,4.25,2.6299556396765835,True,11
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,19,1.0,20.0,1.0,6.0,9.345230512584124,True,15
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,19,6.0,5.0,5.0,5.5,0.5,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,19,3.0,4.0,2.0,4.25,2.28,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,19,5.0,5.0,3.0,4.25,0.83,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,19,5.0,5.0,4.0,5.0,0.71,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,19,1.0,6.0,1.0,2.5,2.06,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,19,10.0,8.0,3.0,6.0,3.08,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,19,2.0,4.0,3.0,3.75,1.48,True,15
30369,"TUBOS DE 2""",AASS,2025,20,2.0,14.0,2.0,5.5,5.744562646538029,True,14
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,20,5.0,10.0,5.0,6.5,2.3804761428476167,True,16
30372,"CODOS DE 2"" X 45",AASS,2025,20,9.0,44.0,12.0,20.5,16.010413278030438,True,51
30373,"CODOS DE 2"" X90",AASS,2025,20,11.0,44.0,8.0,21.25,16.31716887208072,True,53
30376,"CODOS DE 4"" X 45",AASS,2025,20,3.0,26.0,5.0,10.0,10.739335795724674,True,25
30386,"YEE DE 2""",AASS,2025,20,2.0,3.0,3.0,3.0,0.8164965809277259,True,8
30388,"YEE 4""",AASS,2025,20,6.0,10.0,3.0,5.5,3.3166247903554,True,14
30389,YEE 4A2,AASS,2025,20,3.0,16.0,4.0,7.0,6.055300708194984,True,18
30390,REDUCTORES DE 4 A 2,AASS,2025,20,11.0,4.0,5.0,5.75,3.593976442141304,True,14
30397,"SIFON DE 2""",AASS,2025,20,3.0,15.0,2.0,6.25,5.9651767227244274,True,16
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,20,16.0,45.0,3.0,17.0,19.578900207451216,True,42
30435,UNION ROSCABLE 3/4,AAPP,2025,20,6.0,4.0,6.0,5.0,1.1547005383792517,True,12
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,20,6.0,10.0,12.0,10.0,2.8284271247461894,True,25
30483,"SIFON DE 1 1/4"" ",AAPP,2025,20,20.0,2.0,1.0,6.75,8.920949127381757,True,17
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,20,3.0,2.0,24.0,11.0,10.48808848170155,True,28
30512,TEFLON 19MM*02MM*15M,AAPP,2025,20,1.0,10.0,11.0,11.0,8.602325267042628,True,28
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,20,5.0,6.0,5.0,5.25,0.43,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,20,8.0,3.0,4.0,4.25,2.28,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,20,4.0,5.0,5.0,4.25,0.83,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,20,7.0,5.0,5.0,5.25,1.09,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,20,5.0,1.0,6.0,3.25,2.28,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,20,6.0,10.0,8.0,6.75,2.59,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,20,3.0,2.0,4.0,3.0,0.71,True,15
30369,"TUBOS DE 2""",AASS,2025,21,2.0,2.0,14.0,5.0,6.0,True,12
30372,"CODOS DE 2"" X 45",AASS,2025,21,8.0,9.0,44.0,18.25,17.25060385416503,True,46
30373,"CODOS DE 2"" X90",AASS,2025,21,8.0,11.0,44.0,17.75,17.55704986607944,True,44
30377,"CODOS DE 4"" X 90",AASS,2025,21,2.0,6.0,2.0,3.0,2.0,True,8
30378,"REJILLA CROMADA DE 2""",AASS,2025,21,23.0,12.0,12.0,15.75,5.188127472091128,True,39
30381,"REJILLA PLASTICA DE 3""",AASS,2025,21,5.0,32.0,24.0,17.75,12.446552400832395,True,44
30389,YEE 4A2,AASS,2025,21,4.0,3.0,16.0,6.75,6.18465843842649,True,17
30397,"SIFON DE 2""",AASS,2025,21,2.0,3.0,15.0,5.5,6.350852961085884,True,14
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,21,69.0,13.0,25.0,28.0,28.542366171476857,True,70
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,21,6.0,16.0,45.0,17.5,19.157244060668017,True,44
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,21,12.0,12.0,14.0,9.75,5.909032633745277,True,24
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,21,4.0,2.0,12.0,7.25,4.99165971062398,True,18
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,21,6.0,1.0,6.0,3.75,2.6299556396765835,True,9
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,21,1.0,6.0,10.0,7.25,4.856267428111154,True,18
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,21,3.0,24.0,18.0,12.0,10.677078252031311,True,30
30512,TEFLON 19MM*02MM*15M,AAPP,2025,21,5.0,1.0,10.0,6.75,4.645786621588786,True,17
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,21,7.0,15.0,7.0,8.25,4.716990566028303,True,21
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,21,27.0,14.0,20.0,40.25,40.18602576352465,True,101
AAPP-011,"UNION DE 1/2""",AAPP,2025,21,6.0,5.0,5.0,8.25,5.852349955359811,True,21
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,21,9.0,5.0,6.0,6.25,1.64,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,21,5.0,8.0,3.0,5.0,1.87,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,21,1.0,4.0,5.0,3.75,1.64,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,21,7.0,7.0,5.0,6.0,1.0,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,21,1.0,5.0,1.0,3.25,2.28,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,21,8.0,6.0,10.0,8.0,1.41,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,21,4.0,3.0,2.0,3.25,0.83,True,15
30369,"TUBOS DE 2""",AASS,2025,22,1.0,2.0,2.0,4.75,6.18465843842649,True,12
30372,"CODOS DE 2"" X 45",AASS,2025,22,19.0,8.0,9.0,20.0,16.753109164172084,True,50
30373,"CODOS DE 2"" X90",AASS,2025,22,20.0,8.0,11.0,20.75,16.31716887208072,True,52
30376,"CODOS DE 4"" X 45",AASS,2025,22,7.0,3.0,26.0,10.25,10.626225419530051,True,26
30377,"CODOS DE 4"" X 90",AASS,2025,22,4.0,2.0,6.0,3.5,1.914854215512676,True,9
30378,"REJILLA CROMADA DE 2""",AASS,2025,22,6.0,23.0,12.0,13.25,7.088723439378913,True,33
30388,"YEE 4""",AASS,2025,22,1.0,6.0,10.0,5.0,3.915780041490244,True,12
30389,YEE 4A2,AASS,2025,22,7.0,4.0,3.0,7.5,5.916079783099616,True,19
30390,REDUCTORES DE 4 A 2,AASS,2025,22,2.0,11.0,4.0,5.5,3.872983346207417,True,14
30397,"SIFON DE 2""",AASS,2025,22,6.0,2.0,3.0,6.5,5.916079783099617,True,16
30401,"SIFON DE 1 1/2"" CON ACOPLE /EDESA",AASS,2025,22,1.0,25.0,1.0,7.5,11.704699910719626,True,19
30412,"CODO 1/2"" X45",AAPP,2025,22,10.0,7.0,6.0,9.25,3.593976442141304,True,23
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,22,105.0,69.0,13.0,53.0,42.20584477691844,True,132
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,22,8.0,6.0,16.0,18.75,18.02544497832624,True,47
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,22,20.0,12.0,12.0,14.5,3.78593889720018,True,36
30435,UNION ROSCABLE 3/4,AAPP,2025,22,6.0,6.0,4.0,5.5,1.0000000000000002,True,14
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,22,35.0,4.0,2.0,13.25,15.129992289048486,True,33
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,22,21.0,6.0,1.0,8.5,8.660254037844387,True,21
30483,"SIFON DE 1 1/4"" ",AAPP,2025,22,10.0,20.0,2.0,8.25,8.80814017448254,True,21
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,22,10.0,3.0,24.0,13.75,9.17877987534291,True,34
30512,TEFLON 19MM*02MM*15M,AAPP,2025,22,11.0,5.0,1.0,6.75,4.645786621588786,True,17
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,22,14.0,7.0,15.0,10.75,4.349329450233297,True,27
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,22,32.0,27.0,14.0,23.25,7.889866919029737,True,58
AAPP-011,"UNION DE 1/2""",AAPP,2025,22,10.0,6.0,5.0,6.5,2.380476142847613,True,16
AAPP-020,SELLO DE CERA,AAPP,2025,22,2.0,8.0,4.0,3.75,3.095695936834452,True,9
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,22,13.0,1.0,2.0,10.0,10.801234497346432,True,25
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,22,2.0,9.0,5.0,5.5,2.5,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,22,5.0,5.0,8.0,5.25,1.79,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,22,2.0,1.0,4.0,3.0,1.58,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,22,4.0,7.0,7.0,5.75,1.3,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,22,9.0,1.0,5.0,4.0,3.32,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,22,4.0,8.0,6.0,7.0,2.24,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,22,5.0,4.0,3.0,3.5,1.12,True,15
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,23,2.0,5.0,10.0,5.5,3.3166247903554,True,14
30372,"CODOS DE 2"" X 45",AASS,2025,23,19.0,19.0,8.0,13.75,6.075908711186061,True,34
30373,"CODOS DE 2"" X90",AASS,2025,23,20.0,20.0,8.0,14.75,6.18465843842649,True,37
30376,"CODOS DE 4"" X 45",AASS,2025,23,5.0,7.0,3.0,10.25,10.626225419530051,True,26
30377,"CODOS DE 4"" X 90",AASS,2025,23,1.0,4.0,2.0,3.25,2.217355782608345,True,8
30389,YEE 4A2,AASS,2025,23,6.0,7.0,4.0,5.0,1.825741858350553,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,23,2.0,2.0,11.0,4.75,4.272001872658765,True,12
30397,"SIFON DE 2""",AASS,2025,23,7.0,6.0,2.0,4.5,2.380476142847617,True,11
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,23,45.0,105.0,69.0,58.0,38.83297567789519,True,145
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,23,20.0,20.0,12.0,16.0,4.618802153517004,True,40
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,23,25.0,35.0,4.0,16.5,16.13484841370793,True,41
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,23,5.0,21.0,6.0,8.25,8.770214744615247,True,21
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,23,4.0,10.0,3.0,10.25,9.673847907287634,True,26
30512,TEFLON 19MM*02MM*15M,AAPP,2025,23,9.0,11.0,5.0,6.5,4.434711565216692,True,16
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,23,9.0,14.0,7.0,11.25,3.8622100754188233,True,28
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,23,8.0,32.0,27.0,20.25,11.146748404803969,True,51
AAPP-019,"TEE DE 1"" PEGABLES",AAPP,2025,23,4.0,1.0,3.0,3.25,1.707825127659933,True,8
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,23,4.0,9.0,5.0,5.5,2.3804761428476167,True,14
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,23,16.0,13.0,1.0,8.0,7.615773105863908,True,20
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,23,1.0,7.0,2.0,3.0,2.7080128015453204,True,8
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,23,6.0,2.0,9.0,5.5,2.5,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,23,2.0,5.0,5.0,5.0,2.12,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,23,4.0,2.0,1.0,2.75,1.3,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,23,7.0,4.0,7.0,6.25,1.3,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,23,1.0,9.0,1.0,4.0,3.32,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,23,4.0,4.0,8.0,5.5,1.66,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,23,9.0,5.0,4.0,5.25,2.28,True,15
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,24,1.0,2.0,5.0,4.5,4.041451884327381,True,11
30372,"CODOS DE 2"" X 45",AASS,2025,24,8.0,19.0,19.0,13.5,6.350852961085884,True,34
30373,"CODOS DE 2"" X90",AASS,2025,24,7.0,20.0,20.0,13.75,7.22841614740048,True,34
30376,"CODOS DE 4"" X 45",AASS,2025,24,2.0,5.0,7.0,4.25,2.217355782608345,True,11
30378,"REJILLA CROMADA DE 2""",AASS,2025,24,2.0,6.0,23.0,10.75,9.142392101268316,True,27
30388,"YEE 4""",AASS,2025,24,1.0,1.0,6.0,4.5,4.358898943540674,True,11
30389,YEE 4A2,AASS,2025,24,2.0,6.0,7.0,4.75,2.2173557826083443,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,24,2.0,2.0,2.0,4.25,4.5,True,11
30397,"SIFON DE 2""",AASS,2025,24,3.0,7.0,6.0,4.5,2.380476142847617,True,11
30412,"CODO 1/2"" X45",AAPP,2025,24,27.0,10.0,7.0,12.5,9.814954576223638,True,31
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,24,14.0,45.0,105.0,58.25,38.44801685392888,True,146
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,24,3.0,8.0,6.0,8.25,5.560275772537426,True,21
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,24,19.0,20.0,20.0,17.75,3.8622100754188207,True,44
30435,UNION ROSCABLE 3/4,AAPP,2025,24,7.0,6.0,6.0,5.75,1.2583057392117918,True,14
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,24,1.0,25.0,35.0,16.25,16.439282222773596,True,41
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,24,10.0,5.0,21.0,10.5,7.325753658611971,True,26
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,24,5.0,1.0,6.0,5.5,3.696845502136472,True,14
30483,"SIFON DE 1 1/4"" ",AAPP,2025,24,1.0,10.0,20.0,8.25,8.80814017448254,True,21
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,24,9.0,4.0,10.0,6.5,3.511884584284247,True,16
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,24,3.0,3.0,2.0,8.0,10.677078252031343,True,20
30512,TEFLON 19MM*02MM*15M,AAPP,2025,24,7.0,9.0,11.0,8.0,2.581988897471614,True,20
30532,"REJILLA PLASTICA DE 2""",AASS,2025,24,3.0,3.0,6.0,3.5,1.7320508075688774,True,9
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,24,6.0,9.0,14.0,9.0,3.559026084010438,True,22
AAPP-006,"TEE DE 3/4""",AAPP,2025,24,3.0,16.0,3.0,6.75,6.238322424070968,True,17
AAPP-009,"NEPLO 3/4"" X 10 CM",AAPP,2025,24,1.0,2.0,2.0,3.25,3.2015621187164243,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,24,28.0,8.0,32.0,23.75,10.71991915392399,True,59
AAPP-011,"UNION DE 1/2""",AAPP,2025,24,10.0,10.0,6.0,7.75,2.62995563967658,True,19
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,24,7.0,6.0,2.0,6.0,2.55,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,24,5.0,2.0,5.0,4.25,1.3,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,24,5.0,4.0,2.0,3.0,1.58,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,24,1.0,7.0,4.0,4.75,2.49,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,24,2.0,1.0,9.0,3.25,3.34,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,24,3.0,4.0,4.0,4.75,1.92,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,24,5.0,9.0,5.0,5.75,1.92,True,15
30369,"TUBOS DE 2""",AASS,2025,25,10.0,3.0,3.0,4.25,3.947573094109003,True,11
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,25,4.0,1.0,2.0,3.0,1.825741858350554,True,8
30372,"CODOS DE 2"" X 45",AASS,2025,25,17.0,8.0,19.0,15.75,5.251983752196243,True,39
30373,"CODOS DE 2"" X90",AASS,2025,25,16.0,7.0,20.0,15.75,6.13052471924984,True,39
30376,"CODOS DE 4"" X 45",AASS,2025,25,14.0,2.0,5.0,7.0,5.0990195135927845,True,18
30388,"YEE 4""",AASS,2025,25,2.0,1.0,1.0,2.5,2.380476142847617,True,6
